brand,model,year,miles,used_car_price,past_owners,accident_reported,exterior,interior,msrp_car_price
hyundai,elantra,2021,42953,20998,1,1,Black,Gray,20437.5
nissan,sentra,2022,44666,20998,1,1,Gray,Gray,19146.842
bmw,x5,2016,56564,26998,3,1,White,Black,60308.333
hyundai,elantra,2016,104746,12599,2,0,Silver,Gray,20437.5
kia,forte,2022,14277,18641,1,0,White,Black,19895.0
bmw,5 series,2010,114550,7995,3,0,White,Black,58306.25
ford,f-150,2021,42080,37998,1,0,White,Gray,40747.048
toyota,corolla,2021,45301,19291,1,0,White,Gray,20221.176
toyota,camry,2018,45881,18498,1,0,Red,Gray,26952.895
ford,explorer,2020,50975,21120,1,0,White,Beige,38451.304
honda,civic,2020,26064,20500,1,0,Gray,Black,22517.941
dodge,charger,2021,25327,69987,1,1,Gray,Red,38835.714
nissan,versa,2021,51155,15857,2,0,White,Gray,14660.625
ford,f-150,2023,5350,37999,1,0,Blue,Black,40747.048
nissan,sentra,2019,52053,12490,3,0,White,Black,19146.842
ford,escape,2013,79850,9500,4,0,White,Black,27458.667
subaru,crosstrek,2019,31066,22799,1,0,Gray,Gray,24175.0
chevrolet,malibu,2022,40867,20998,1,0,White,Gray,25704.737
nissan,altima,2020,44619,17999,1,0,Silver,Black,26956.25
ford,explorer,2018,54327,20485,2,1,Black,Black,38451.304
chevrolet,suburban,2022,63673,52400,1,0,Gray,Black,57672.222
acura,mdx,2022,41907,36965,1,0,Black,Black,50332.059
nissan,altima,2020,40274,17991,1,0,White,Black,26956.25
mazda,cx-5,2020,32289,22495,1,0,White,Black,25403.966
ford,f-150,2019,104905,15999,1,0,White,Gray,40747.048
nissan,rogue,2021,14943,24998,1,0,Red,Black,26121.0
dodge,charger,2021,41440,27888,2,0,Black,Black,38835.714
toyota,camry,2018,31396,21998,2,0,Silver,Gray,26952.895
mercedes-benz,c-class,2019,73296,20999,2,0,Black,Black,49298.378
chevrolet,malibu,2020,38029,20998,1,0,White,Black,25704.737
ford,escape,2021,23155,23998,1,0,White,Black,27458.667
chevrolet,trailblazer,2023,8957,25777,0,0,Gray,Black,31843.0
toyota,tacoma,2017,76815,27500,3,1,Black,Gray,30318.438
nissan,pathfinder,2017,103260,10995,3,0,Black,Black,35520.0
volkswagen,tiguan,2020,33271,23998,1,1,Black,Black,31650.962
subaru,forester,2017,83415,17595,2,0,Silver,Black,27336.667
chevrolet,tahoe,2021,75854,44998,1,0,Black,Black,54972.222
chevrolet,silverado 1500,2020,34296,37998,1,0,White,Black,38876.218
hyundai,santa fe,2023,6659,32998,1,0,Blue,Black,35030.556
toyota,rav4,2021,24164,29005,1,0,White,Gray,28789.167
toyota,corolla,2020,51445,18998,3,0,White,Black,20221.176
toyota,corolla,2022,55175,17399,1,0,White,Gray,20221.176
toyota,sienna,2022,36981,37894,1,0,Black,Gray,37672.843
subaru,outback,2021,41419,24999,1,0,White,Gray,29622.25
lincoln,mkc,2018,32702,20495,2,0,Black,Black,40209.5
ford,escape,2020,12789,22998,1,0,White,Gray,27458.667
bmw,x3,2021,38581,27806,1,1,Silver,Black,42237.5
nissan,altima,2019,37916,18995,2,0,White,Gray,26956.25
subaru,outback,2021,32683,28399,1,0,Green,Beige,29622.25
kia,forte,2021,34855,17655,1,1,White,Black,19895.0
infiniti,qx50,2020,21949,26998,1,0,Blue,Gray,36025.0
toyota,camry,2020,35399,27788,1,0,Black,Black,26952.895
nissan,sentra,2022,34581,18288,1,0,White,Black,19146.842
nissan,altima,2017,70821,13995,3,1,White,Black,26956.25
nissan,sentra,2020,75915,17998,1,0,Gray,Beige,19146.842
nissan,rogue,2017,82765,16998,2,0,Red,Black,26121.0
honda,odyssey,2019,60490,28998,4,1,Brown,Gray,36879.0
mercedes-benz,e-class,2015,61719,18500,2,0,Silver,Black,61857.143
toyota,prius v,2014,117233,14998,2,1,White,Gray,28841.25
cadillac,escalade,2013,120684,18495,2,0,White,Black,81037.333
hyundai,elantra,2020,38954,15700,1,1,Silver,Black,20437.5
mercedes-benz,cls,2013,93898,15995,3,1,Silver,Beige,80448.462
honda,cr-v,2018,56283,21998,3,0,Gray,Black,27968.438
nissan,altima,2021,61178,16998,1,1,Gray,Black,26956.25
bmw,5 series,2016,79905,16498,2,0,Gray,White,58306.25
audi,a5,2023,4263,40551,1,0,Black,Black,44300.0
chevrolet,trax,2020,25693,15995,1,0,Red,Black,23123.636
nissan,versa,2021,61306,15288,1,0,Black,Gray,14660.625
subaru,crosstrek,2018,61983,19649,2,0,Orange,Black,24175.0
toyota,corolla,2022,27732,19515,1,0,Silver,Black,20221.176
bmw,x5,2021,31546,37996,2,0,Gray,Black,60308.333
hyundai,sonata,2017,67070,13498,1,0,White,Gray,25707.639
hyundai,santa fe,2021,29426,20989,1,0,Silver,Gray,35030.556
toyota,camry,2020,35563,24998,1,0,White,Black,26952.895
toyota,corolla,2010,110394,8499,1,1,Gray,Black,20221.176
toyota,camry,2014,117455,10495,3,0,White,Black,26952.895
nissan,sentra,2020,27094,18591,1,0,White,Black,19146.842
mercedes-benz,gla,2021,35930,27433,1,0,White,Beige,38564.444
nissan,altima,2023,3647,29998,2,0,White,Black,26956.25
nissan,altima,2020,41197,18000,1,0,Silver,Black,26956.25
porsche,macan,2021,20658,42998,1,0,Blue,Black,61725.0
cadillac,escalade,2014,79433,22988,2,0,White,Beige,81037.333
fiat,500,2012,106892,6495,3,1,White,Beige,20449.821
hyundai,tucson,2013,71745,13599,1,1,Gray,Black,25970.833
infiniti,qx50,2021,24955,28998,1,0,Gray,Gray,36025.0
toyota,corolla,2020,46689,17977,2,0,Black,Black,20221.176
hyundai,elantra,2016,96953,8995,3,1,Black,Black,20437.5
mercedes-benz,glc,2022,11301,35998,1,0,Gray,Gray,40050.0
ford,escape,2018,74038,15998,1,0,Gray,Gray,27458.667
toyota,4runner,2015,89016,27444,3,0,Gray,Black,38221.346
subaru,outback,2022,19733,29998,3,1,Black,Gray,29622.25
mercedes-benz,gla,2017,62839,17563,2,1,Gray,Black,38564.444
mercedes-benz,c-class,2017,84780,18182,2,0,Gray,Blue,49298.378
honda,accord,2023,3538,25739,1,0,White,Black,27886.067
toyota,rav4,2022,28068,28998,1,0,Gray,Gray,28789.167
nissan,versa,2021,60534,14488,1,0,Gray,Gray,14660.625
subaru,crosstrek,2021,28147,26009,1,0,Blue,Black,24175.0
infiniti,qx60,2014,47213,20998,1,0,Silver,Gray,45890.0
gmc,yukon,2017,80586,30987,1,1,Black,Black,58270.556
bmw,m5,2018,36532,53999,2,1,Black,Black,93533.333
chevrolet,tahoe,2021,27019,45793,1,0,Black,Black,54972.222
acura,rdx,2015,49279,17489,2,0,Red,Black,39232.5
honda,cr-v,2022,8124,33995,1,0,Silver,Gray,27968.438
mercedes-benz,e-class,2020,42859,34269,2,0,Silver,Black,61857.143
bmw,x5,2019,21933,38900,1,0,White,Black,60308.333
chevrolet,impala,2019,52582,17498,1,0,Black,Black,33558.611
porsche,macan,2018,40585,32998,4,0,White,Black,61725.0
chevrolet,camaro,2014,114516,11999,4,0,Gray,Black,38991.667
ford,f-150,2020,38400,35998,1,0,Black,Black,40747.048
chevrolet,silverado 1500,2020,52538,42995,1,1,Silver,Black,38876.218
hyundai,elantra,2019,13314,16555,1,0,Black,Beige,20437.5
chevrolet,tahoe,2018,97560,31998,3,0,Gray,Black,54972.222
honda,accord,2018,110923,17888,2,0,Black,Black,27886.067
toyota,sienna,2010,170124,6994,1,1,Black,Gray,37672.843
toyota,tacoma,2023,10359,41125,1,0,Green,Black,30318.438
honda,civic,2012,92964,9500,3,1,Red,Gray,22517.941
infiniti,q50,2014,73175,19998,2,0,Silver,Gray,43130.556
toyota,corolla,2022,47396,17995,1,0,Black,Gray,20221.176
nissan,versa,2017,64545,8987,3,0,White,Black,14660.625
cadillac,ats-v,2018,43907,39876,2,0,Red,Black,61680.0
honda,civic,2015,97441,15998,2,0,Black,Black,22517.941
bmw,x3,2021,31308,35998,1,1,Gray,Black,42237.5
dodge,challenger,2020,61648,18991,1,1,Black,Black,39230.455
kia,forte,2022,7965,21992,1,0,Blue,Black,19895.0
dodge,challenger,2016,46706,33100,3,0,White,Black,39230.455
nissan,sentra,2017,93195,9792,2,0,Silver,Black,19146.842
kia,forte,2021,31460,17804,1,0,Gray,Black,19895.0
honda,odyssey,2022,14994,33998,1,0,Red,Beige,36879.0
volkswagen,tiguan,2021,30519,18967,1,0,Silver,Black,31650.962
audi,a5,2016,57313,21995,2,0,Black,Black,44300.0
mercedes-benz,glk,2014,89332,12989,3,0,Black,Brown,38656.667
mercedes-benz,gle,2020,54309,33999,1,0,Gray,Black,73775.455
ford,f-150,2019,156241,21900,2,0,White,Black,40747.048
toyota,tacoma,2022,29422,30995,1,0,White,Black,30318.438
scion,fr-s,2015,56614,17850,2,1,Yellow,Black,27517.5
toyota,camry,2017,75710,16499,2,1,White,Black,26952.895
chevrolet,tahoe,2021,22912,57500,1,0,Black,Black,54972.222
bmw,x1,2017,75133,14400,4,1,Black,Black,34383.333
kia,sportage,2020,23475,16995,1,1,Red,Black,26725.556
toyota,rav4,2021,33324,29998,1,0,White,Black,28789.167
ford,edge,2017,73638,16998,2,0,White,Beige,34236.818
chrysler,pacifica,2018,84586,21998,1,0,White,Black,31424.412
toyota,rav4,2019,55205,25035,2,0,Black,Black,28789.167
audi,tts,2017,61801,28888,2,0,Black,Red,51200.0
mercedes-benz,gl,2015,94152,22499,3,0,Gray,Black,84225.833
kia,forte,2020,34901,16995,1,0,Gray,Gray,19895.0
chevrolet,silverado 1500,2019,82431,26885,1,0,Black,Black,38876.218
bmw,3 series,2019,53046,21999,2,1,White,Beige,40897.059
mercedes-benz,gla,2018,56075,20109,4,1,Black,Black,38564.444
chevrolet,blazer,2020,57489,23500,2,0,Gray,Black,24151.429
volkswagen,passat,2020,22924,19998,1,1,Black,Black,27465.889
nissan,sentra,2021,60013,18891,1,0,White,Black,19146.842
hyundai,sonata,2015,107558,14998,2,0,Silver,Gray,25707.639
honda,accord,2021,47563,23919,2,0,Black,Black,27886.067
ford,fusion,2016,95995,10495,3,1,Gray,Gray,28807.941
toyota,corolla,2017,38065,18998,2,1,Black,Gray,20221.176
chevrolet,equinox,2013,109837,8995,2,0,Gray,Black,27577.391
toyota,tacoma,2019,38701,24995,2,0,White,Gray,30318.438
toyota,tacoma,2017,120425,23100,2,1,Silver,Gray,30318.438
honda,cr-v,2019,50940,19990,1,0,White,Black,27968.438
toyota,corolla,2020,39731,19994,1,0,Blue,Black,20221.176
kia,optima,2020,22560,18998,2,0,White,Black,27312.353
volkswagen,tiguan,2013,107311,7995,3,0,White,Black,31650.962
honda,civic,2016,86964,13399,4,1,Gray,Gray,22517.941
ford,escape,2020,33103,19998,1,0,White,Gray,27458.667
toyota,prius,2015,78007,16995,2,1,Gray,Gray,26908.611
pontiac,solstice,2008,79559,11795,5,0,Black,Black,27140.0
nissan,versa,2019,28269,10795,3,1,Gray,Black,14660.625
toyota,tacoma,2019,31914,42998,1,0,White,Black,30318.438
ford,fusion,2018,68502,18998,1,0,Silver,Gray,28807.941
kia,soul,2020,64638,20998,2,0,White,Black,18046.667
acura,mdx,2020,36904,28545,1,0,Gray,Black,50332.059
mercedes-benz,c-class,2023,3755,45940,1,0,Black,Black,49298.378
volkswagen,golf alltrack,2017,96810,17176,1,1,Black,Beige,29130.0
kia,optima,2016,103378,8400,4,0,Purple,Beige,27312.353
mercedes-benz,cla,2015,76806,13494,2,1,Black,Black,38427.778
chevrolet,cruze,2018,107459,10998,1,1,Blue,Black,20469.4
hyundai,tucson,2021,27131,21998,1,0,Gray,Gray,25970.833
mazda,cx-5,2023,6869,30750,1,0,Blue,Black,25403.966
subaru,outback,2021,40623,24488,1,0,Gray,Gray,29622.25
toyota,prius prime,2018,54061,23998,1,1,Gray,Black,29666.667
hyundai,santa fe sport,2018,30035,19998,1,0,Gray,Beige,30525.0
mazda,cx-5,2019,33975,23998,2,0,White,Beige,25403.966
chevrolet,malibu,2022,33164,19998,1,0,Gray,Gray,25704.737
chevrolet,equinox,2015,94668,14998,2,0,Black,Black,27577.391
mercedes-benz,c-class,2018,59515,22998,2,0,Black,Black,49298.378
bmw,4 series,2017,58597,21998,2,0,Black,Black,48984.483
bmw,3 series,2014,44920,18998,2,0,Black,Brown,40897.059
dodge,durango,2018,82734,42998,2,0,Black,Black,39512.143
honda,accord,2021,27681,23751,1,0,Red,Black,27886.067
toyota,camry,2007,153200,6500,2,0,White,Black,26952.895
ford,focus,2014,74255,8999,2,0,Black,Black,21790.5
toyota,corolla,2021,34105,21998,1,0,White,Black,20221.176
chevrolet,camaro,2012,86277,11999,5,1,Silver,Gray,38991.667
kia,sorento,2012,122903,7498,1,0,Silver,Black,33765.263
ford,escape,2020,14991,21998,1,0,White,Gray,27458.667
audi,a3,2023,3670,31894,1,0,Black,Black,38652.128
chrysler,pacifica,2022,39767,27998,1,0,Gray,Black,31424.412
bmw,4 series,2021,11709,35999,1,0,Gray,Black,48984.483
honda,hr-v,2018,38144,18080,1,0,Gray,Black,22315.0
ford,f-150,2020,53981,39998,2,0,Black,Black,40747.048
ford,mustang,2017,15404,28499,3,0,Red,Black,32520.625
kia,forte,2023,10189,21991,1,0,Gray,Black,19895.0
volkswagen,jetta,2021,61784,17851,1,0,Blue,Black,23953.525
ford,fusion,2019,92186,13290,2,0,White,Black,28807.941
ford,escape,2017,66095,13009,2,0,White,Black,27458.667
ford,escape,2017,104814,9950,2,0,Black,Black,27458.667
mercedes-benz,glc,2022,56463,31995,1,0,White,Black,40050.0
ford,explorer,2020,41568,30998,1,0,White,Beige,38451.304
honda,civic,2014,103064,11500,2,0,Gray,Gray,22517.941
maserati,ghibli,2019,17904,36987,1,0,White,Black,75175.0
chrysler,pacifica,2022,23813,31998,2,0,Black,Black,31424.412
gmc,yukon,2015,90045,23999,2,0,Black,Black,58270.556
toyota,sienna,2015,113479,19998,1,0,Silver,Black,37672.843
toyota,corolla,2021,53024,18099,1,0,Blue,Gray,20221.176
volvo,xc90,2020,35793,33395,1,0,Gray,Beige,50794.118
bmw,x3,2020,18784,29171,1,0,Gray,Black,42237.5
bmw,3 series,2017,57798,19998,3,1,White,Black,40897.059
mercedes-benz,r-class,2012,163810,8995,2,0,White,Beige,51435.0
honda,odyssey,2018,58553,29468,1,0,Black,Black,36879.0
chevrolet,silverado 1500,2020,38367,35998,1,1,Black,Black,38876.218
porsche,cayman,2007,102373,16981,4,0,Silver,Black,62487.5
audi,a5,2018,50180,28333,2,1,White,Brown,44300.0
audi,a5,2015,105026,14995,2,0,Black,Black,44300.0
infiniti,qx60,2019,66885,21498,1,0,White,Beige,45890.0
ford,explorer,2020,50559,24988,1,0,Red,Black,38451.304
gmc,sierra 1500,2021,56315,46222,2,1,Black,Black,40312.111
bmw,x1,2018,49680,22998,3,1,White,Black,34383.333
mercedes-benz,gle,2021,22440,45997,1,0,White,Black,73775.455
hyundai,sonata,2017,132076,8569,2,0,White,Gray,25707.639
gmc,terrain,2020,63102,19300,1,0,Black,Black,30442.586
audi,s7,2022,16155,73865,2,1,White,Red,82050.0
toyota,tacoma,2021,33465,34732,1,0,Black,Gray,30318.438
chevrolet,impala,2004,165172,4998,1,0,Silver,Gray,33558.611
toyota,sienna,2022,59790,33994,1,0,Red,Gray,37672.843
bmw,x3,2013,119424,10000,1,0,Black,Black,42237.5
volkswagen,jetta,2014,35687,14998,2,0,Silver,Black,23953.525
bmw,x5,2021,49339,36498,1,0,Black,Black,60308.333
bmw,z3,2000,24536,13750,2,0,Gray,Black,25358.667
mazda,cx-3,2017,39086,18998,2,1,Gray,Black,22928.333
toyota,prius,2015,93421,16998,1,0,White,Gray,26908.611
mercedes-benz,cla,2023,9070,40820,1,0,Red,Beige,38427.778
cadillac,escalade,2021,38017,80991,1,0,Black,Black,81037.333
mercedes-benz,glc,2020,29902,27995,1,0,White,Black,40050.0
honda,civic,2021,21299,21900,1,0,Blue,Black,22517.941
dodge,challenger,2014,33306,24998,2,0,Black,Gray,39230.455
ford,f-150,2020,39696,58975,1,0,Black,Black,40747.048
kia,optima,2013,69036,12995,1,1,Silver,Beige,27312.353
bmw,3 series,2011,112325,8495,3,1,Black,Black,40897.059
chevrolet,malibu,2021,62054,17998,1,1,White,Black,25704.737
mazda,cx-5,2019,92172,15995,1,1,Gray,Black,25403.966
ford,bronco,2022,7511,56215,1,0,Gray,Black,2697.0
ford,f-150,2020,108847,22900,1,0,White,Gray,40747.048
nissan,rogue,2023,1942,31891,1,0,Gray,Black,26121.0
kia,optima,2020,40236,17288,1,0,Black,Black,27312.353
subaru,outback,2020,56974,21495,1,1,Blue,Gray,29622.25
chevrolet,camaro,2012,138527,8995,5,1,Black,Black,38991.667
ford,edge,2020,51820,19999,2,0,White,Beige,34236.818
toyota,rav4,2021,18456,30987,1,0,Silver,Black,28789.167
nissan,rogue,2015,63000,13988,2,0,Silver,Black,26121.0
nissan,rogue,2023,6889,26991,1,0,Black,Black,26121.0
chevrolet,silverado 1500,2018,54592,33998,2,1,White,Black,38876.218
honda,cr-v,2021,52821,22501,1,0,Silver,Black,27968.438
nissan,versa,2021,64380,15500,1,0,Gray,Gray,14660.625
bmw,3 series,2020,30161,24202,1,0,White,Black,40897.059
acura,tlx,2018,53680,21999,3,0,White,Black,38730.0
toyota,highlander,2021,27089,39995,1,0,Gray,Black,37219.773
honda,accord,2008,110820,8998,1,1,White,Beige,27886.067
mitsubishi,outlander,2019,89075,10995,3,1,Black,Black,25939.444
ford,fusion,2019,46770,18988,1,0,Red,Black,28807.941
chrysler,300,2017,89970,13999,3,1,White,Beige,38134.333
mercedes-benz,m-class,2013,89695,12456,2,0,Black,Beige,61332.0
toyota,camry,2020,43209,24998,2,1,White,Black,26952.895
cadillac,escalade,2020,22460,57995,1,1,Gray,Black,81037.333
chevrolet,silverado 1500,2021,45851,29995,1,0,Gray,Black,38876.218
mercedes-benz,glc,2019,102692,16991,2,1,White,Black,40050.0
kia,forte,2021,31720,17995,1,0,Gray,Black,19895.0
kia,forte,2021,22073,17856,1,1,Gray,Black,19895.0
mercedes-benz,glc,2021,13279,32495,1,0,Blue,Black,40050.0
toyota,highlander,2019,34585,26490,1,0,White,Gray,37219.773
honda,pilot,2022,25031,29408,1,0,Black,Black,36904.167
acura,mdx,2020,27707,29464,1,0,White,Beige,50332.059
chevrolet,silverado 1500,2023,114,48995,1,0,White,Black,38876.218
toyota,tacoma,2018,27599,30998,1,0,Silver,Gray,30318.438
toyota,rav4,2022,37662,25994,1,0,White,Brown,28789.167
bmw,x3,2021,24994,31963,1,0,Black,Black,42237.5
toyota,sienna,2016,98891,16988,2,1,White,Gray,37672.843
toyota,corolla,2009,150862,5980,1,0,Gray,Gray,20221.176
honda,civic,2013,91679,14599,1,0,Brown,Black,22517.941
volkswagen,tiguan,2020,34122,18250,1,0,Black,Black,31650.962
chevrolet,trax,2020,34932,15598,1,1,Black,Black,23123.636
chevrolet,tahoe,2020,19394,48998,2,0,Blue,Black,54972.222
kia,sportage,2021,58004,15997,1,0,Red,Black,26725.556
kia,forte,2023,21993,18980,1,0,Gray,Black,19895.0
toyota,sienna,2013,123281,16998,1,0,Gray,Black,37672.843
kia,rio,2020,31644,14777,1,1,Black,Black,16810.238
ford,escape,2019,69418,14900,1,1,White,Gray,27458.667
kia,sportage,2020,17869,17444,1,0,Gray,Black,26725.556
honda,cr-v,2021,43092,23518,1,0,Silver,Gray,27968.438
ford,f-150,2014,92666,18995,2,0,Black,Gray,40747.048
kia,forte,2021,19080,18587,1,0,Gray,Black,19895.0
acura,mdx,2022,19654,47998,1,0,White,Black,50332.059
dodge,charger,2018,111955,17885,3,1,Black,Black,38835.714
ford,f-150,2019,65277,50999,1,0,Silver,Black,40747.048
kia,forte,2022,11164,17345,2,1,Gray,Black,19895.0
dodge,challenger,2020,21595,46998,1,1,Blue,Black,39230.455
honda,pilot,2012,84011,20998,1,0,Black,Black,36904.167
nissan,sentra,2017,83097,8995,2,0,Gray,Black,19146.842
toyota,corolla,2021,51414,19819,2,0,White,Gray,20221.176
hyundai,elantra,2018,80798,16998,3,0,Blue,Black,20437.5
honda,cr-v,2020,27752,25998,1,1,White,Black,27968.438
volkswagen,tiguan,2020,30203,20500,1,0,Silver,Black,31650.962
ford,explorer,2020,28941,28998,1,0,Red,Black,38451.304
honda,accord,2020,107595,18330,1,0,Gray,Black,27886.067
volkswagen,jetta,2020,50867,16331,1,0,Gray,Black,23953.525
toyota,prius,2021,42749,22990,1,0,Silver,Black,26908.611
ford,f-150,2019,102015,22489,1,0,White,Black,40747.048
porsche,macan,2023,4309,52881,1,0,Gray,Black,61725.0
acura,rdx,2017,80884,17500,1,0,Red,Beige,39232.5
ford,explorer,2021,30871,31998,1,0,Black,Black,38451.304
ford,escape,2020,58381,19998,2,0,White,Gray,27458.667
dodge,durango,2014,135292,12999,2,0,Gray,Black,39512.143
toyota,camry,2021,30017,27998,1,1,White,Black,26952.895
ford,mustang,2019,34211,22998,1,0,Silver,Black,32520.625
chevrolet,malibu,2022,30848,18998,2,0,Gray,Gray,25704.737
subaru,outback,2023,2220,38600,1,0,White,Gray,29622.25
ford,explorer,2020,44280,25606,1,0,White,Beige,38451.304
chevrolet,silverado 1500,2021,41606,36485,1,0,White,Black,38876.218
subaru,forester,2021,15539,23349,1,0,Black,Gray,27336.667
kia,optima,2020,85298,15998,2,0,White,Black,27312.353
chevrolet,silverado 1500,2023,2756,53888,1,0,Gray,Black,38876.218
bmw,3 series,2021,11716,33999,1,0,Blue,Black,40897.059
toyota,camry,2015,72858,15991,1,0,Gray,Gray,26952.895
ford,explorer,2018,54567,19900,3,1,Black,Black,38451.304
ford,escape,2019,76075,13995,1,0,Black,Gray,27458.667
chevrolet,silverado 1500,2023,3201,51995,2,0,White,Black,38876.218
toyota,rav4,2021,71009,22950,1,0,White,Black,28789.167
chevrolet,trailblazer,2022,5086,21488,1,0,White,Black,31843.0
chevrolet,equinox,2020,21350,16995,1,0,Gray,Gray,27577.391
gmc,terrain,2021,21991,22498,1,0,White,Black,30442.586
toyota,tacoma,2017,31648,29998,2,0,Blue,Gray,30318.438
mercedes-benz,cla,2021,28977,29998,1,0,Black,Black,38427.778
nissan,sentra,2020,27966,20998,1,0,Blue,Beige,19146.842
chevrolet,equinox,2020,14250,23998,1,0,Blue,Black,27577.391
subaru,outback,2021,9366,29998,1,0,Black,Beige,29622.25
bmw,3 series,2018,34302,23998,2,0,Black,Black,40897.059
bmw,x5,2018,35165,31998,1,0,Black,Black,60308.333
toyota,rav4,2018,50762,22998,2,0,Gray,Black,28789.167
toyota,corolla,2015,47326,18998,2,0,Blue,Black,20221.176
mazda,cx-5,2016,65687,17998,2,0,White,Black,25403.966
chevrolet,silverado 1500,2018,40385,30998,1,0,Black,Black,38876.218
toyota,prius,2015,78823,17998,2,0,Gray,Gray,26908.611
subaru,crosstrek,2021,33075,25500,1,0,Black,Black,24175.0
toyota,corolla,2021,53198,17898,1,0,Gray,Gray,20221.176
ford,f-150,2019,104679,20998,1,0,White,Gray,40747.048
bmw,x3,2021,40812,29411,1,1,White,Black,42237.5
mercedes-benz,e-class,2005,107275,6495,3,1,Tan,Gray,61857.143
toyota,corolla,2021,27605,19995,1,0,White,Black,20221.176
mazda,cx-5,2021,20647,24750,1,0,Black,Black,25403.966
chrysler,300,2016,163262,11997,2,0,Black,Beige,38134.333
mercedes-benz,glc,2023,9390,52880,1,0,Black,Black,40050.0
honda,passport,2021,32009,24381,1,1,Gray,Black,22185.7
toyota,camry,2018,11043,28998,2,0,Blue,Black,26952.895
toyota,tacoma,2021,23998,32995,2,0,Silver,Gray,30318.438
acura,tlx,2021,41046,27236,1,0,White,Black,38730.0
ford,escape,2020,21420,21998,1,0,Gray,Beige,27458.667
ford,escape,2020,27318,20998,1,0,Black,Gray,27458.667
audi,q5,2010,158250,4995,1,1,Gray,Black,48255.0
audi,q3,2021,18982,27993,1,0,Gray,Black,36292.857
nissan,sentra,2021,38250,17414,2,0,Black,Black,19146.842
nissan,altima,2015,72041,9695,2,1,Red,Black,26956.25
bmw,3 series,2021,48625,38999,1,0,Black,Black,40897.059
toyota,tacoma,2021,48472,29998,1,0,Silver,Gray,30318.438
chevrolet,equinox,2020,29350,21998,1,1,Gray,Black,27577.391
honda,hr-v,2021,40688,21257,1,1,White,Black,22315.0
bmw,x3,2021,36680,28998,1,0,White,Black,42237.5
mercedes-benz,cla,2023,10987,38071,1,0,Black,Black,38427.778
toyota,camry,2021,30566,25998,1,0,White,Gray,26952.895
honda,accord,2020,22455,25381,1,0,Silver,Gray,27886.067
toyota,corolla,2021,63930,16988,1,0,White,Black,20221.176
honda,civic,2020,41624,19251,1,0,Gray,Black,22517.941
ford,expedition,2020,41792,47495,2,0,White,Black,56883.361
toyota,rav4,2021,62815,24994,2,1,White,Black,28789.167
acura,mdx,2020,42221,30998,1,1,Gray,Black,50332.059
ford,f-150,2021,63699,33900,1,0,White,Black,40747.048
mercedes-benz,c-class,2020,20556,30998,1,0,Black,Black,49298.378
mercedes-benz,glc,2021,60901,25600,1,0,White,Gray,40050.0
chevrolet,malibu,2017,25561,18998,1,0,Red,Black,25704.737
porsche,boxster,2016,42202,40912,2,1,Black,Black,61412.5
ford,f-150,2021,41032,35998,1,0,White,Gray,40747.048
nissan,altima,2016,85000,10995,3,0,Blue,Black,26956.25
audi,q5,2022,5030,37405,1,0,Black,Black,48255.0
toyota,highlander,2021,27030,34995,1,0,Black,Gray,37219.773
toyota,tundra,2021,17070,45998,1,1,Gray,Gray,37844.25
lincoln,mkx,2013,142018,9998,1,1,Silver,Gray,45255.556
bmw,x3,2020,25887,27411,1,0,Silver,Black,42237.5
ford,f-150,2022,10142,37998,1,0,Blue,Black,40747.048
hyundai,elantra,2016,65914,8650,2,1,Black,Gray,20437.5
honda,civic,2013,124932,11268,5,1,Black,Black,22517.941
honda,civic,2021,21823,22588,1,0,Gray,Black,22517.941
ford,fusion,2018,63730,16998,3,0,White,Black,28807.941
scion,xb,2014,109345,7949,2,1,White,Black,18444.5
toyota,corolla,2021,41380,19998,1,0,Blue,Black,20221.176
subaru,outback,2023,5348,34100,1,0,Green,Gray,29622.25
gmc,sierra 1500,2015,46841,25489,1,0,Gray,Black,40312.111
ford,f-150,2013,111450,15995,2,0,White,Gray,40747.048
toyota,corolla,2015,59986,14482,3,1,Black,Gray,20221.176
ford,fusion,2017,114722,11995,4,0,White,Black,28807.941
mercedes-benz,gle,2022,10504,95295,1,0,Silver,Black,73775.455
chevrolet,equinox,2020,30317,17800,1,0,Gray,Gray,27577.391
toyota,camry,2018,76480,17929,2,0,White,Black,26952.895
nissan,sentra,2017,73181,10797,1,0,White,Black,19146.842
hyundai,sonata,2021,29325,24495,1,0,Gray,Gray,25707.639
honda,accord,2014,130330,10299,2,1,Black,Beige,27886.067
toyota,sienna,2014,145219,9995,3,1,Gray,Gray,37672.843
ford,explorer,2021,29187,39988,1,0,Blue,Black,38451.304
volkswagen,tiguan,2021,15685,21199,1,0,Black,Black,31650.962
nissan,altima,2019,50720,23998,2,1,Black,Black,26956.25
bmw,2 series,2020,9800,30696,1,0,Gray,Black,41697.059
chevrolet,equinox,2018,93999,12998,1,0,White,Gray,27577.391
acura,mdx,2020,18718,32986,1,0,Gray,Black,50332.059
hyundai,santa fe sport,2014,83307,12498,1,1,Silver,Gray,30525.0
toyota,corolla,2015,72921,17998,2,0,Black,Black,20221.176
hyundai,sonata,2016,87333,14998,3,0,Brown,Beige,25707.639
toyota,tacoma,2021,37852,39998,1,0,Silver,Black,30318.438
ford,thunderbird,2002,1357,22000,1,0,Yellow,Yellow,38502.5
bmw,x3,2021,36510,29995,1,0,White,Black,42237.5
